AIN127, AIN126, AIN125, AIN124, AIN123, AIN122, AIN121, AIN120, AIN0, AIN1, AIN2, AIN3, AIN60, AIN48, AIN49
-8.01, -8.595, -9.437, -10.541, -10.584, -10.584, -10.584, -10.584, -0.375, -0.053, -0.069, -0.049, -0.001, -0.481, -0.485, 
-8.004, -8.584, -9.414, -10.523, -10.584, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.001, -0.479, -0.482, 
-7.994, -8.575, -9.394, -10.504, -10.584, -10.584, -10.584, -10.584, -0.373, -0.053, -0.069, -0.049, -0.001, -0.478, -0.48, 
-7.986, -8.567, -9.39, -10.501, -10.584, -10.584, -10.584, -10.584, -0.373, -0.053, -0.068, -0.049, -0.001, -0.478, -0.481, 
-7.978, -8.55, -9.354, -10.463, -10.584, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.001, -0.479, -0.481, 
-7.968, -8.542, -9.341, -10.446, -10.584, -10.584, -10.584, -10.584, -0.374, -0.054, -0.068, -0.049, -0.001, -0.477, -0.48, 
-7.952, -8.518, -9.294, -10.387, -10.584, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.001, -0.479, -0.481, 
-7.955, -8.522, -9.3, -10.393, -10.584, -10.584, -10.584, -10.584, -0.37, -0.053, -0.068, -0.049, -0.001, -0.476, -0.479, 
-7.93, -8.494, -9.252, -10.321, -10.584, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.475, -0.479, 
-7.919, -8.475, -9.222, -10.273, -10.584, -10.584, -10.584, -10.584, -0.372, -0.053, -0.068, -0.049, -0.001, -0.475, -0.479, 
-7.921, -8.482, -9.228, -10.285, -10.584, -10.584, -10.584, -10.584, -0.375, -0.054, -0.068, -0.049, -0.001, -0.475, -0.479, 
-7.905, -8.456, -9.197, -10.227, -10.584, -10.584, -10.584, -10.584, -0.375, -0.054, -0.068, -0.049, -0.001, -0.474, -0.476, 
-7.908, -8.463, -9.202, -10.239, -10.584, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.475, -0.478, 
-7.894, -8.45, -9.186, -10.218, -10.584, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.048, -0.001, -0.475, -0.478, 
-7.891, -8.439, -9.172, -10.194, -10.584, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.048, -0.001, -0.474, -0.476, 
-7.875, -8.425, -9.156, -10.169, -10.584, -10.584, -10.584, -10.584, -0.372, -0.054, -0.068, -0.049, -0.001, -0.475, -0.478, 
-7.87, -8.411, -9.138, -10.134, -10.584, -10.584, -10.584, -10.584, -0.373, -0.053, -0.068, -0.049, -0.001, -0.473, -0.475, 
-7.869, -8.417, -9.144, -10.151, -10.584, -10.584, -10.584, -10.584, -0.371, -0.053, -0.068, -0.049, -0.001, -0.474, -0.476, 
-7.835, -8.37, -9.09, -10.041, -10.584, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.472, -0.474, 
-7.843, -8.378, -9.094, -10.054, -10.584, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.472, -0.475, 
-7.832, -8.37, -9.084, -10.032, -10.584, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.001, -0.472, -0.474, 
-7.828, -8.358, -9.068, -10.003, -10.583, -10.584, -10.584, -10.584, -0.375, -0.054, -0.068, -0.049, -0.001, -0.471, -0.474, 
-7.826, -8.359, -9.068, -10.0, -10.584, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.472, -0.474, 
-7.818, -8.352, -9.06, -9.996, -10.583, -10.584, -10.584, -10.584, -0.375, -0.053, -0.069, -0.049, -0.001, -0.472, -0.473, 
-7.809, -8.336, -9.042, -9.964, -10.584, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.47, -0.473, 
-7.803, -8.331, -9.034, -9.951, -10.584, -10.584, -10.584, -10.584, -0.373, -0.053, -0.069, -0.049, -0.001, -0.47, -0.472, 
-7.791, -8.318, -9.019, -9.928, -10.584, -10.584, -10.584, -10.584, -0.371, -0.053, -0.068, -0.049, -0.001, -0.47, -0.471, 
-7.781, -8.306, -9.005, -9.9, -10.584, -10.584, -10.584, -10.584, -0.374, -0.053, -0.069, -0.049, -0.001, -0.469, -0.47, 
-7.766, -8.285, -8.979, -9.847, -10.583, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.468, -0.471, 
-7.764, -8.279, -8.969, -9.826, -10.584, -10.584, -10.584, -10.584, -0.374, -0.054, -0.068, -0.048, -0.001, -0.47, -0.472, 
-7.768, -8.286, -8.975, -9.837, -10.584, -10.584, -10.584, -10.584, -0.375, -0.053, -0.069, -0.049, -0.001, -0.47, -0.472, 
-7.753, -8.266, -8.952, -9.792, -10.584, -10.584, -10.584, -10.584, -0.375, -0.054, -0.069, -0.049, -0.001, -0.469, -0.471, 
-7.759, -8.274, -8.958, -9.804, -10.583, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.001, -0.47, -0.471, 
-7.748, -8.269, -8.956, -9.819, -10.583, -10.584, -10.584, -10.584, -0.373, -0.053, -0.069, -0.049, -0.001, -0.468, -0.469, 
-7.742, -8.255, -8.938, -9.789, -10.583, -10.584, -10.584, -10.584, -0.374, -0.054, -0.068, -0.049, -0.001, -0.468, -0.47, 
-7.733, -8.251, -8.935, -9.789, -10.584, -10.584, -10.584, -10.584, -0.374, -0.054, -0.068, -0.049, -0.001, -0.466, -0.468, 
-7.713, -8.222, -8.899, -9.72, -10.584, -10.584, -10.584, -10.584, -0.373, -0.053, -0.068, -0.049, -0.001, -0.467, -0.468, 
-7.721, -8.233, -8.909, -9.743, -10.584, -10.583, -10.584, -10.584, -0.374, -0.054, -0.068, -0.049, -0.001, -0.465, -0.467, 
-7.69, -8.192, -8.86, -9.633, -10.53, -10.584, -10.584, -10.584, -0.375, -0.053, -0.069, -0.049, -0.001, -0.466, -0.468, 
-7.701, -8.203, -8.868, -9.648, -10.536, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.002, -0.466, -0.467, 
-7.698, -8.203, -8.87, -9.649, -10.537, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.465, -0.467, 
-7.693, -8.194, -8.857, -9.625, -10.515, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.466, -0.467, 
-7.692, -8.196, -8.858, -9.63, -10.52, -10.584, -10.584, -10.584, -0.375, -0.053, -0.069, -0.049, -0.001, -0.467, -0.468, 
-7.694, -8.201, -8.866, -9.656, -10.54, -10.584, -10.584, -10.584, -0.373, -0.054, -0.068, -0.048, -0.001, -0.467, -0.468, 
-7.692, -8.196, -8.859, -9.649, -10.538, -10.584, -10.584, -10.584, -0.373, -0.054, -0.068, -0.049, -0.001, -0.466, -0.467, 
-7.672, -8.175, -8.836, -9.606, -10.499, -10.584, -10.584, -10.584, -0.372, -0.054, -0.069, -0.049, -0.001, -0.464, -0.466, 
-7.67, -8.168, -8.826, -9.592, -10.481, -10.584, -10.584, -10.584, -0.374, -0.053, -0.069, -0.048, -0.001, -0.464, -0.465, 
-7.665, -8.164, -8.821, -9.583, -10.47, -10.584, -10.584, -10.584, -0.375, -0.054, -0.069, -0.049, -0.001, -0.465, -0.466, 
-7.643, -8.136, -8.783, -9.52, -10.367, -10.584, -10.584, -10.584, -0.373, -0.054, -0.069, -0.049, -0.001, -0.464, -0.465, 
-7.652, -8.144, -8.79, -9.527, -10.371, -10.584, -10.584, -10.584, -0.376, -0.054, -0.068, -0.049, -0.001, -0.465, -0.466, 
-7.657, -8.153, -8.8, -9.538, -10.39, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.466, -0.467, 
-7.648, -8.142, -8.785, -9.52, -10.355, -10.584, -10.584, -10.584, -0.376, -0.053, -0.068, -0.049, -0.001, -0.465, -0.466, 
-7.654, -8.149, -8.794, -9.53, -10.374, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.464, -0.465, 
-7.652, -8.152, -8.802, -9.552, -10.423, -10.584, -10.584, -10.584, -0.374, -0.054, -0.069, -0.049, -0.001, -0.464, -0.465, 
-7.64, -8.134, -8.78, -9.517, -10.37, -10.584, -10.584, -10.584, -0.373, -0.053, -0.069, -0.049, -0.001, -0.463, -0.463, 
-7.637, -8.133, -8.778, -9.518, -10.373, -10.584, -10.584, -10.584, -0.371, -0.053, -0.069, -0.049, -0.001, -0.462, -0.463, 
-7.624, -8.116, -8.755, -9.487, -10.316, -10.584, -10.584, -10.584, -0.374, -0.054, -0.069, -0.049, -0.001, -0.466, -0.467, 
-7.633, -8.127, -8.767, -9.502, -10.341, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.001, -0.462, -0.463, 
-7.604, -8.093, -8.725, -9.451, -10.234, -10.584, -10.584, -10.584, -0.376, -0.053, -0.068, -0.049, -0.001, -0.462, -0.463, 
-7.617, -8.104, -8.735, -9.464, -10.252, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.0, -0.462, -0.463, 
-7.616, -8.107, -8.742, -9.469, -10.263, -10.584, -10.584, -10.584, -0.374, -0.054, -0.068, -0.049, -0.001, -0.463, -0.464, 
-7.616, -8.103, -8.733, -9.46, -10.242, -10.584, -10.584, -10.584, -0.374, -0.054, -0.068, -0.049, -0.001, -0.464, -0.465, 
-7.623, -8.115, -8.751, -9.48, -10.289, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.462, -0.463, 
-7.614, -8.109, -8.747, -9.476, -10.29, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.001, -0.46, -0.461, 
-7.618, -8.109, -8.744, -9.472, -10.288, -10.583, -10.584, -10.584, -0.374, -0.053, -0.069, -0.048, -0.0, -0.461, -0.462, 
-7.602, -8.094, -8.728, -9.454, -10.259, -10.584, -10.584, -10.584, -0.373, -0.053, -0.069, -0.049, -0.001, -0.463, -0.463, 
-7.6, -8.089, -8.718, -9.443, -10.237, -10.584, -10.584, -10.584, -0.37, -0.053, -0.068, -0.049, -0.001, -0.461, -0.462, 
-7.602, -8.092, -8.724, -9.45, -10.247, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.462, -0.462, 
-7.585, -8.069, -8.689, -9.412, -10.16, -10.583, -10.584, -10.584, -0.374, -0.054, -0.068, -0.049, -0.001, -0.462, -0.463, 
-7.593, -8.078, -8.698, -9.421, -10.171, -10.584, -10.584, -10.584, -0.375, -0.054, -0.068, -0.049, -0.0, -0.464, -0.465, 
-7.599, -8.086, -8.711, -9.435, -10.198, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.001, -0.462, -0.463, 
-7.592, -8.08, -8.705, -9.43, -10.195, -10.584, -10.584, -10.584, -0.374, -0.054, -0.069, -0.049, -0.001, -0.463, -0.464, 
-7.595, -8.082, -8.707, -9.432, -10.193, -10.584, -10.584, -10.584, -0.373, -0.053, -0.068, -0.049, -0.001, -0.462, -0.462, 
-7.6, -8.092, -8.723, -9.451, -10.245, -10.584, -10.584, -10.584, -0.373, -0.053, -0.068, -0.049, -0.001, -0.461, -0.462, 
-7.597, -8.084, -8.711, -9.434, -10.216, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.462, -0.463, 
-7.595, -8.085, -8.713, -9.436, -10.223, -10.584, -10.584, -10.584, -0.375, -0.054, -0.068, -0.049, -0.001, -0.461, -0.462, 
-7.584, -8.071, -8.694, -9.417, -10.184, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.0, -0.462, -0.463, 
-7.59, -8.078, -8.702, -9.426, -10.203, -10.584, -10.584, -10.584, -0.375, -0.054, -0.068, -0.049, -0.001, -0.461, -0.462, 
-7.568, -8.051, -8.666, -9.387, -10.113, -10.583, -10.584, -10.584, -0.374, -0.054, -0.069, -0.049, -0.001, -0.462, -0.463, 
-7.581, -8.064, -8.679, -9.401, -10.134, -10.584, -10.584, -10.584, -0.376, -0.053, -0.068, -0.049, -0.001, -0.462, -0.462, 
-7.585, -8.074, -8.697, -9.42, -10.177, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.462, -0.462, 
-7.577, -8.061, -8.678, -9.4, -10.131, -10.584, -10.584, -10.584, -0.376, -0.054, -0.069, -0.049, -0.001, -0.463, -0.464, 
-7.591, -8.078, -8.699, -9.421, -10.175, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.462, -0.462, 
-7.588, -8.078, -8.704, -9.427, -10.198, -10.584, -10.584, -10.584, -0.375, -0.053, -0.067, -0.049, -0.001, -0.462, -0.463, 
-7.593, -8.079, -8.703, -9.425, -10.2, -10.584, -10.584, -10.584, -0.375, -0.053, -0.069, -0.049, -0.001, -0.461, -0.461, 
-7.581, -8.069, -8.693, -9.415, -10.184, -10.584, -10.584, -10.584, -0.373, -0.053, -0.069, -0.049, -0.001, -0.463, -0.463, 
-7.579, -8.063, -8.683, -9.404, -10.161, -10.584, -10.584, -10.584, -0.374, -0.054, -0.068, -0.049, -0.001, -0.461, -0.461, 
-7.58, -8.067, -8.689, -9.411, -10.175, -10.584, -10.584, -10.584, -0.375, -0.054, -0.068, -0.049, -0.001, -0.46, -0.462, 
-7.561, -8.044, -8.654, -9.374, -10.088, -10.584, -10.584, -10.584, -0.374, -0.054, -0.069, -0.049, -0.0, -0.461, -0.462, 
-7.574, -8.059, -8.675, -9.397, -10.131, -10.584, -10.584, -10.584, -0.376, -0.053, -0.069, -0.049, -0.001, -0.462, -0.462, 
-7.573, -8.059, -8.677, -9.398, -10.129, -10.584, -10.584, -10.584, -0.375, -0.053, -0.067, -0.049, -0.001, -0.462, -0.462, 
-7.576, -8.061, -8.677, -9.397, -10.129, -10.584, -10.584, -10.584, -0.375, -0.053, -0.069, -0.049, -0.001, -0.461, -0.461, 
-7.577, -8.063, -8.682, -9.403, -10.14, -10.584, -10.584, -10.584, -0.376, -0.053, -0.068, -0.049, -0.001, -0.462, -0.462, 
-7.587, -8.075, -8.697, -9.42, -10.188, -10.584, -10.584, -10.584, -0.372, -0.053, -0.068, -0.049, -0.0, -0.462, -0.462, 
-7.586, -8.072, -8.692, -9.413, -10.175, -10.584, -10.584, -10.584, -0.372, -0.053, -0.069, -0.048, -0.001, -0.46, -0.461, 
-7.578, -8.066, -8.687, -9.409, -10.172, -10.583, -10.584, -10.584, -0.372, -0.053, -0.068, -0.049, -0.001, -0.46, -0.46, 
-7.573, -8.058, -8.675, -9.396, -10.143, -10.584, -10.584, -10.584, -0.374, -0.054, -0.068, -0.049, -0.001, -0.46, -0.461, 
-7.578, -8.065, -8.683, -9.405, -10.163, -10.584, -10.584, -10.584, -0.373, -0.053, -0.068, -0.049, -0.0, -0.46, -0.46, 
-7.557, -8.041, -8.655, -9.375, -10.095, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.048, -0.0, -0.46, -0.461, 
-7.561, -8.044, -8.655, -9.375, -10.087, -10.584, -10.584, -10.584, -0.376, -0.054, -0.069, -0.049, -0.001, -0.461, -0.462, 
-7.573, -8.059, -8.675, -9.396, -10.128, -10.584, -10.584, -10.584, -0.373, -0.053, -0.068, -0.049, -0.0, -0.462, -0.462, 
-7.57, -8.053, -8.667, -9.387, -10.107, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.001, -0.463, -0.463, 
-7.582, -8.066, -8.681, -9.401, -10.133, -10.583, -10.584, -10.584, -0.375, -0.054, -0.068, -0.049, -0.001, -0.463, -0.463, 
-7.586, -8.075, -8.697, -9.419, -10.186, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.0, -0.462, -0.462, 
-7.58, -8.066, -8.687, -9.408, -10.166, -10.583, -10.584, -10.584, -0.375, -0.054, -0.069, -0.049, -0.001, -0.461, -0.462, 
-7.575, -8.06, -8.679, -9.401, -10.156, -10.583, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.462, -0.461, 
-7.573, -8.058, -8.676, -9.396, -10.147, -10.584, -10.584, -10.584, -0.373, -0.054, -0.068, -0.049, -0.001, -0.463, -0.463, 
-7.573, -8.059, -8.679, -9.4, -10.157, -10.584, -10.584, -10.584, -0.373, -0.053, -0.068, -0.049, -0.001, -0.46, -0.46, 
-7.555, -8.038, -8.648, -9.367, -10.079, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.0, -0.462, -0.462, 
-7.563, -8.046, -8.659, -9.378, -10.094, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.46, -0.462, 
-7.569, -8.052, -8.666, -9.385, -10.105, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.0, -0.463, -0.463, 
-7.572, -8.057, -8.672, -9.392, -10.12, -10.584, -10.584, -10.584, -0.375, -0.053, -0.069, -0.049, -0.0, -0.461, -0.461, 
-7.574, -8.058, -8.672, -9.391, -10.112, -10.584, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.0, -0.463, -0.462, 
-7.591, -8.079, -8.702, -9.424, -10.194, -10.584, -10.584, -10.585, -0.375, -0.053, -0.068, -0.049, -0.001, -0.46, -0.461, 
-7.576, -8.062, -8.682, -9.401, -10.155, -10.584, -10.584, -10.584, -0.375, -0.054, -0.068, -0.049, -0.001, -0.463, -0.464, 
-7.577, -8.061, -8.679, -9.4, -10.153, -10.584, -10.584, -10.584, -0.375, -0.053, -0.069, -0.049, -0.001, -0.46, -0.461, 
-7.571, -8.057, -8.678, -9.4, -10.161, -10.584, -10.584, -10.584, -0.374, -0.054, -0.069, -0.048, -0.001, -0.462, -0.462, 
-7.563, -8.048, -8.664, -9.384, -10.123, -10.583, -10.584, -10.584, -0.375, -0.053, -0.068, -0.049, -0.001, -0.46, -0.461, 
-7.558, -8.041, -8.652, -9.37, -10.089, -10.584, -10.584, -10.584, -0.374, -0.053, -0.068, -0.049, -0.001, -0.461, -0.461, 
-7.554, -8.037, -8.648, -9.368, -10.075, -10.584, -10.584, -10.584, -0.376, -0.054, -0.069, -0.048, -0.001, -0.462, -0.462, 
-7.57, -8.053, -8.665, -9.385, -10.107, -10.584, -10.584, -10.584, -0.376, -0.054, -0.069, -0.049, -0.001, -0.463, -0.463, 
-7.567, -8.051, -8.666, -9.386, -10.109, -10.584, -10.584, -10.584, -0.373, -0.053, -0.068, -0.049, -0.001, -0.463, -0.463, 
-7.574, -8.056, -8.67, -9.39, -10.112, -10.584, -10.584, -10.584, -0.373, -0.054, -0.068, -0.049, -0.001, -0.462, -0.463, 
-7.587, -8.075, -8.697, -9.419, -10.186, -10.584, -10.584, -10.584, -0.372, -0.054, -0.068, -0.049, -0.001, -0.461, -0.462, 
-7.578, -8.063, -8.682, -9.402, -10.156, -10.584, -10.584, -10.584, -0.375, -0.054, -0.068, -0.049, -0.001, -0.462, -0.462, 
-7.576, -8.062, -8.684, -9.406, -10.169, -10.584, -10.584, -10.584, -0.373, -0.054, -0.069, -0.048, -0.001, -0.458, -0.459, 
-7.559, -8.047, -8.665, -9.385, -10.13, -10.584, -10.584, -10.584, -0.373, -0.054, -0.068, -0.049, -0.001, -0.461, -0.461, 
